City,Season,Trip_Days,Flight_Type,Distance_km,Hotel_Class,Daily_Hotel_Cost,Daily_Food_Cost,Transport_Mode,Daily_Transport_Cost,Activities_Count,Shopping_Cost,Total_Trip_Cost,Cost_Category
Dubai,Holiday,13,Economy,2269.7,Premium,7743.93,1460.27,Rideshare,1370.92,7,12028.88,384388.07,Luxury
Goa,Monsoon,8,First,9867.5,Premium,3037.23,555.55,Public,190.56,5,21684.12,211119.02,Luxury
Dubai,Off-Season,2,Business,6405.9,Luxury,5598.46,278.35,Taxi,419.12,3,11204.29,189465.32,Luxury
London,Holiday,9,Premium Economy,840.1,Luxury,2365.91,535.3,Private Car,1070.99,11,24628.4,403990.29,Luxury
Kuala Lumpur,Peak,20,First,1193.0,Luxury,5576.64,491.46,Public,739.56,0,10822.7,738422.31,Luxury
Goa,Winter,8,First,10742.3,Premium,7121.24,885.66,Public,1182.35,3,22002.38,533296.49,Luxury
Goa,Monsoon,2,Premium Economy,5217.3,Standard,7510.89,1914.66,Private Car,965.43,10,9899.32,66511.68,Mid-range
Istanbul,Holiday,2,Economy,3623.4,Budget,2891.26,1152.43,Taxi,210.34,0,21665.5,21330.21,Budget
Dubai,Winter,1,Business,11133.1,Budget,4686.56,819.39,Rideshare,603.33,0,14883.89,68818.79,Mid-range
Kuala Lumpur,Off-Season,11,First,10696.9,Premium,2703.22,200.26,Public,629.08,11,5259.47,211789.34,Luxury
Bangkok,Monsoon,5,Business,10560.5,Standard,1758.86,1983.41,Public,568.63,7,12231.94,82533.5,Mid-range
Goa,Off-Season,17,Economy,7625.8,Luxury,2677.55,326.02,Public,465.19,3,18451.87,180644.98,Luxury
Kuala Lumpur,Off-Season,9,Economy,3252.4,Luxury,4725.45,1224.73,Public,1369.25,1,11244.42,115193.14,Luxury
Kuala Lumpur,Winter,13,First,1468.0,Budget,4471.53,519.64,Private Car,121.89,3,11302.79,167457.41,Luxury
London,Off-Season,4,Economy,11067.5,Budget,9308.52,1297.43,Public,886.56,11,8840.880000000001,70735.11,Mid-range
Istanbul,Peak,6,Premium Economy,25.8,Standard,7413.86,788.46,Taxi,224.21,0,20136.77,79299.7,Mid-range
Bangkok,Peak,7,First,7347.7,Premium,7314.94,1028.81,Public,1341.43,11,21346.91,488945.7,Luxury
Kuala Lumpur,Monsoon,8,Business,9193.9,Luxury,4552.4,649.27,Public,945.09,10,19052.77,199294.45,Luxury
Dubai,Winter,16,First,5355.0,Premium,1344.6,269.31,Rideshare,1151.21,1,12749.29,419636.26,Luxury
London,Off-Season,6,Economy,2917.8,Premium,4166.91,325.45,Private Car,194.63,7,2989.28,93510.39,Luxury
,,7,,936.0,,,596.66,Private Car,708.08,11,,261743.57,Luxury
Istanbul,Holiday,2,Economy,10453.3,Premium,1847.77,780.67,Public,1085.67,9,6452.42,64726.32,Mid-range
Dubai,Winter,13,Economy,10528.1,Premium,3633.17,335.8,Rideshare,715.15,7,2676.48,235293.69,Luxury
Goa,Winter,16,Premium Economy,8320.6,Luxury,5340.39,237.82,Rideshare,724.9,6,15877.66,353545.48,Luxury
Dubai,Monsoon,1,Premium Economy,5695.7,Luxury,7022.21,614.93,Rideshare,126.17,9,17533.52,129599.89,Luxury
London,Winter,19,Economy,3111.1,Budget,937.23,1916.92,Rideshare,803.57,1,7371.61,139410.15,Luxury
London,Peak,3,First,5734.2,Budget,3333.99,705.53,Public,973.96,11,23423.53,263677.66,Luxury
Kuala Lumpur,Monsoon,18,Business,7086.8,Budget,1710.99,474.46,Taxi,873.82,3,23627.34,94834.49,Luxury
,,3,,5654.5,,,1216.56,Taxi,92.43,6,,130568.21,Luxury
London,Holiday,9,Premium Economy,9609.0,Luxury,2745.44,250.6,Public,1023.93,11,7977.44,341041.04,Luxury
Goa,Winter,5,Business,2677.3,Budget,3281.32,1341.07,Rideshare,710.55,11,10833.24,89416.15,Mid-range
Dubai,Peak,12,Economy,10241.2,Premium,5152.12,200.47,Private Car,659.52,1,12733.21,272428.32,Luxury
Kuala Lumpur,Monsoon,12,Premium Economy,2407.4,Luxury,6750.05,1660.76,Public,483.15,9,9364.21,209898.13,Luxury
Kuala Lumpur,Off-Season,16,Economy,11107.9,Budget,2008.66,1996.14,Rideshare,442.05,5,19482.82,63745.69,Mid-range
Istanbul,Monsoon,15,Business,3631.2,Premium,3341.04,1618.19,Private Car,988.7,1,21755.59,153228.49,Luxury
London,Peak,2,Economy,11700.5,Premium,3388.75,1332.22,Private Car,576.72,2,22888.77,143754.19,Luxury
Bangkok,Monsoon,12,Economy,8532.0,Luxury,2220.55,1601.56,Taxi,881.54,10,7480.54,127279.51,Luxury
Bangkok,Monsoon,4,Business,938.7,Standard,1183.91,808.31,Public,929.01,3,11890.32,40027.51,Mid-range
Istanbul,Holiday,10,Premium Economy,9396.4,Luxury,5211.69,1090.02,Private Car,550.22,4,12485.8,215238.63,Luxury
Kuala Lumpur,Off-Season,11,Economy,44.5,Budget,4167.96,813.53,Public,1426.34,10,14041.26,56170.35,Mid-range
London,Peak,5,First,2442.1,Luxury,6489.67,1842.13,Private Car,302.08,5,882.28,659429.32,Luxury
Goa,Off-Season,5,Premium Economy,4746.2,Premium,6753.43,1357.67,Private Car,878.56,3,7355.52,99087.26,Luxury
London,Winter,6,Economy,6733.0,Luxury,7661.94,1041.42,Taxi,467.9,0,22932.66,325077.56,Luxury
Dubai,Monsoon,1,Economy,4561.1,Budget,2190.08,1278.58,Private Car,311.28,6,8906.19,31125.17,Mid-range
Kuala Lumpur,Winter,20,First,1073.7,Standard,3826.6,1648.15,Private Car,564.92,1,19131.77,350268.36,Luxury
Goa,Peak,7,First,9215.1,Budget,4791.9,1466.69,Taxi,496.24,1,15495.51,266498.56,Luxury
Dubai,Monsoon,1,Economy,2776.3,Budget,5866.3,237.21,Rideshare,308.61,10,8309.33,28030.02,Budget
Kuala Lumpur,Off-Season,7,First,10840.3,Luxury,7339.37,1126.8,Taxi,52.25,2,16324.36,293124.17,Luxury
Dubai,Peak,10,Business,5616.6,Budget,3779.3,1290.98,Taxi,372.73,8,7975.17,219037.75,Luxury
Kuala Lumpur,Off-Season,18,Business,5864.0,Budget,3114.69,1560.27,Rideshare,848.35,8,1177.03,135190.3,Luxury
Dubai,Monsoon,6,Premium Economy,175.6,Budget,5671.16,629.12,Rideshare,406.79,3,573.28,46633.52,Mid-range
Kuala Lumpur,Peak,6,Economy,372.9,Luxury,1645.42,859.31,Private Car,411.99,11,23005.49,129593.22,Luxury
Goa,Peak,6,First,7939.9,Premium,7048.8,1694.68,Public,365.42,4,520.17,339951.45,Luxury
Istanbul,Winter,17,Premium Economy,2602.4,Premium,4342.65,803.63,Public,1337.12,8,4617.58,180390.11,Luxury
Bangkok,Peak,14,Economy,11118.6,Luxury,2305.46,1483.58,Rideshare,593.06,6,12928.99,214198.96,Luxury
Dubai,Monsoon,11,Premium Economy,9831.4,Budget,5482.46,981.81,Taxi,367.09,8,16075.03,138282.21,Luxury
Kuala Lumpur,Peak,2,Economy,893.0,Standard,1591.03,569.74,Public,655.49,6,21050.1,36718.43,Mid-range
Dubai,Peak,9,Business,10931.1,Budget,4784.86,453.57,Taxi,641.84,8,24422.19,277866.55,Luxury
Dubai,Monsoon,1,Premium Economy,11186.9,Standard,2117.69,1239.47,Taxi,997.05,8,18603.4,82180.69,Mid-range
Dubai,Peak,16,First,10947.1,Standard,3538.62,1754.29,Private Car,333.71,2,5150.24,529332.02,Luxury
Istanbul,Winter,14,Economy,10653.7,Budget,4541.51,1059.84,Public,924.47,7,206.16,73385.92,Mid-range
Kuala Lumpur,Holiday,1,Premium Economy,4178.4,Budget,7730.84,1376.85,Private Car,216.86,11,15101.36,50599.37,Mid-range
Kuala Lumpur,Monsoon,12,Economy,2244.9,Luxury,962.43,201.46,Public,1079.75,4,206.22,44553.86,Mid-range
Kuala Lumpur,Off-Season,14,First,5258.9,Budget,1763.96,771.37,Public,970.67,5,24103.39,132977.48,Luxury
Kuala Lumpur,Winter,1,Business,11242.4,Standard,6504.06,1011.76,Rideshare,742.87,11,14505.09,133249.93,Luxury
Istanbul,Monsoon,16,Business,4563.8,Luxury,4604.64,1230.71,Rideshare,1307.02,7,13290.14,273153.25,Luxury
Bangkok,Off-Season,14,First,9634.6,Budget,7271.79,1674.18,Public,1382.08,11,14069.62,367849.7,Luxury
Kuala Lumpur,Off-Season,13,Premium Economy,9947.1,Luxury,1844.53,761.49,Taxi,1038.7,10,4734.5,144754.11,Luxury
Istanbul,Peak,5,Economy,1758.3,Standard,2019.62,1943.09,Taxi,1234.48,4,12566.03,44660.03,Mid-range
Goa,Monsoon,14,Economy,6079.9,Standard,7119.81,1888.34,Rideshare,962.66,10,3562.42,134575.86,Luxury
Bangkok,Winter,10,Economy,9156.6,Luxury,5068.61,1542.69,Taxi,269.75,5,19207.06,229318.38,Luxury
Istanbul,Monsoon,18,Business,1695.8,Standard,4693.56,1619.97,Taxi,1027.01,5,12059.65,160274.4,Luxury
Istanbul,Monsoon,8,Economy,7226.6,Standard,2268.03,1579.64,Public,459.05,10,1416.51,31809.58,Mid-range
,,18,,3019.7,,,1242.28,Rideshare,1445.45,7,,349547.05,Luxury
London,Winter,18,Economy,11271.5,Premium,5129.67,887.07,Rideshare,1085.57,4,20321.66,490020.88,Luxury
Goa,Winter,3,Business,9651.3,Premium,4495.37,1644.97,Private Car,498.58,2,23956.35,194139.29,Luxury
London,Off-Season,8,Business,3187.8,Standard,5427.7,309.76,Rideshare,381.38,8,13287.64,213445.8,Luxury
London,Holiday,7,Business,8918.1,Premium,6052.78,1731.05,Public,1469.99,3,11075.02,480148.16,Luxury
Bangkok,Off-Season,18,First,9213.6,Standard,4166.47,835.56,Public,1178.34,5,17414.66,351630.07,Luxury
Goa,Winter,6,Premium Economy,11208.0,Standard,3743.55,1087.68,Taxi,1262.89,7,8246.27,121597.7,Luxury
,,6,,6105.7,,,1192.67,Private Car,499.56,10,,444887.69,Luxury
Dubai,Monsoon,14,Economy,4597.9,Budget,2422.86,502.9,Private Car,849.85,9,7599.44,78108.56,Mid-range
Bangkok,Peak,13,First,9060.0,Budget,2095.47,1274.32,Private Car,652.75,6,17650.21,257902.87,Luxury
Goa,Winter,20,Business,4483.4,Standard,4183.58,330.17,Taxi,507.77,2,2862.75,227652.24,Luxury
Istanbul,Holiday,6,Premium Economy,1410.5,Premium,4737.64,526.57,Taxi,1218.7,6,4562.3,68705.12,Mid-range
Kuala Lumpur,Off-Season,3,Premium Economy,4108.6,Premium,856.36,1762.13,Private Car,1069.64,6,17181.66,38137.06,Mid-range
Istanbul,Off-Season,1,Business,1256.5,Budget,2306.71,395.16,Rideshare,1461.03,7,14264.55,21226.96,Budget
Kuala Lumpur,Off-Season,14,First,1965.4,Luxury,2994.49,546.61,Rideshare,692.33,2,11252.24,284821.52,Luxury
London,Off-Season,9,Economy,6132.5,Luxury,1820.29,307.04,Private Car,834.81,4,11210.13,172591.49,Luxury
Bangkok,Off-Season,10,Premium Economy,11494.3,Luxury,3035.1,941.31,Private Car,102.31,11,22251.75,217054.01,Luxury
,,20,,2758.4,,,1585.07,Rideshare,510.74,3,,302397.56,Luxury
Goa,Peak,14,Economy,8852.1,Luxury,1802.72,704.42,Public,800.67,9,1102.71,223094.27,Luxury
Goa,Monsoon,15,First,10734.2,Standard,1045.89,728.81,Rideshare,1317.56,2,17711.42,179500.45,Luxury
Goa,Winter,16,Business,4036.5,Luxury,5382.43,1414.1,Rideshare,1475.78,4,24827.23,717669.3,Luxury
Dubai,Winter,16,Business,5292.8,Standard,6036.01,1443.85,Taxi,54.55,4,1453.51,372667.56,Luxury
Istanbul,Peak,9,Economy,10695.2,Luxury,7661.46,1825.59,Taxi,540.46,5,10849.95,190038.07,Luxury
Istanbul,Holiday,2,Premium Economy,3804.7,Budget,1407.78,499.19,Public,89.52,8,23011.54,55951.31,Mid-range
London,Peak,5,First,10262.4,Luxury,5437.73,872.12,Rideshare,966.48,3,22799.88,787617.86,Luxury
Goa,Winter,13,Business,208.0,Budget,6136.68,1296.03,Taxi,1247.44,8,14905.83,230150.45,Luxury
Goa,Winter,15,Economy,11953.0,Premium,2709.82,666.52,Taxi,1175.8,10,16425.98,210502.5,Luxury
Bangkok,Winter,4,Economy,2828.8,Luxury,7277.45,1748.33,Rideshare,1303.09,0,1564.87,86830.03,Mid-range
Dubai,Monsoon,2,First,315.2,Luxury,2675.19,333.86,Rideshare,1337.21,3,3757.14,86077.34,Mid-range
London,Off-Season,12,Business,11072.4,Luxury,3119.53,1535.79,Public,111.62,7,11424.6,544739.25,Luxury
London,Holiday,12,Premium Economy,9958.9,Premium,7132.65,1209.77,Private Car,1329.21,1,21147.65,609920.14,Luxury
London,Off-Season,12,Premium Economy,1448.0,Budget,6121.56,605.19,Rideshare,157.85,9,15151.83,184244.69,Luxury
Istanbul,Off-Season,9,Business,3290.8,Standard,4684.62,1684.34,Rideshare,574.12,9,14553.62,97190.58,Luxury
Bangkok,Holiday,17,Business,1002.9,Budget,3715.88,784.22,Rideshare,915.79,6,7211.71,185154.26,Luxury
London,Peak,11,First,8003.6,Premium,2295.38,1694.39,Taxi,731.93,10,20100.43,739944.87,Luxury
Goa,Holiday,6,Premium Economy,8643.2,Premium,5937.18,211.33,Rideshare,205.89,8,7655.72,136233.67,Luxury
Dubai,Peak,19,Economy,10104.6,Premium,3902.32,1556.34,Public,1339.3,4,22872.69,450001.0,Luxury
London,Winter,17,Premium Economy,7745.9,Budget,2230.51,1665.33,Rideshare,1454.44,11,14949.62,304524.15,Luxury
Bangkok,Peak,20,Premium Economy,1151.6,Standard,2448.57,900.82,Private Car,972.16,3,13342.26,157691.71,Luxury
Goa,Monsoon,1,First,9858.4,Premium,7150.09,1708.95,Private Car,287.91,3,24716.05,145290.31,Luxury
Istanbul,Monsoon,6,First,113.1,Premium,7289.84,1666.98,Public,163.62,3,12344.14,134807.98,Luxury
London,Off-Season,3,Premium Economy,372.0,Premium,4357.89,1479.84,Rideshare,1267.3,10,6247.94,130872.95,Luxury
Istanbul,Winter,11,Economy,9612.3,Standard,7169.07,614.08,Rideshare,1208.68,0,1836.81,94641.28,Luxury
London,Monsoon,3,Economy,10125.2,Premium,3058.77,633.3,Rideshare,395.83,9,7751.12,100962.9,Luxury
Kuala Lumpur,Holiday,8,First,7658.9,Premium,6677.07,1910.41,Public,437.81,0,17325.07,343298.2,Luxury
Goa,Holiday,18,First,9701.4,Luxury,7411.34,824.72,Public,964.57,5,14996.39,800000.0,Luxury
Istanbul,Holiday,11,Premium Economy,8464.7,Standard,6590.59,1509.67,Taxi,1426.03,1,13197.25,135259.35,Luxury
Kuala Lumpur,Monsoon,16,First,3212.3,Budget,7983.46,1934.26,Taxi,739.17,10,15699.5,273003.33,Luxury
Goa,Holiday,8,Business,1557.3,Standard,1109.16,1559.58,Private Car,1405.08,6,9262.93,121604.94,Luxury
Istanbul,Monsoon,12,First,9007.1,Premium,1024.67,1356.64,Rideshare,314.16,7,17908.42,149682.4,Luxury
Dubai,Monsoon,11,Business,10226.8,Standard,2390.7,1930.37,Public,584.84,4,15415.99,216527.69,Luxury
Dubai,Off-Season,3,First,8951.5,Budget,6791.88,1578.15,Taxi,660.14,6,8719.24,177740.94,Luxury
London,Peak,19,Economy,4025.7,Budget,3025.38,727.56,Public,1202.43,11,7509.99,247305.16,Luxury
Bangkok,Off-Season,16,Premium Economy,10250.1,Premium,5942.01,1102.36,Taxi,427.22,3,9729.79,209851.22,Luxury
Goa,Holiday,3,Premium Economy,5020.6,Premium,6565.26,561.69,Taxi,1291.0,6,8832.09,108699.61,Luxury
Istanbul,Monsoon,4,Premium Economy,10936.0,Luxury,6933.48,506.58,Rideshare,119.82,7,9578.88,98338.73,Luxury
,,20,,6866.3,,,901.39,Rideshare,1257.27,1,,181281.4,Luxury
Kuala Lumpur,Off-Season,15,Business,4704.5,Premium,6198.16,907.46,Taxi,1007.54,2,3795.27,224663.94,Luxury
Bangkok,Peak,5,First,8282.7,Luxury,5492.56,324.41,Taxi,848.06,7,12775.14,431581.79,Luxury
Istanbul,Monsoon,19,Premium Economy,9049.9,Budget,6495.67,881.04,Taxi,247.38,7,18551.06,112011.77,Luxury
Dubai,Peak,11,First,169.1,Budget,7897.26,440.43,Rideshare,300.7,11,23855.29,573113.49,Luxury
Bangkok,Peak,17,Premium Economy,11704.7,Premium,2429.12,238.91,Private Car,456.04,7,13909.24,218771.2,Luxury
London,Monsoon,18,Economy,10701.8,Budget,7040.75,860.52,Public,1279.83,5,10494.77,221029.28,Luxury
Kuala Lumpur,Monsoon,6,Business,296.2,Premium,2078.3,1698.41,Private Car,399.77,11,2781.64,62513.4,Mid-range
Kuala Lumpur,Peak,19,First,5335.2,Luxury,5276.33,1641.01,Private Car,470.95,2,12462.42,800000.0,Luxury
Istanbul,Holiday,14,Business,7826.0,Luxury,5470.46,1070.7,Rideshare,1217.24,6,5882.3,422292.33,Luxury
Istanbul,Monsoon,10,First,3321.9,Premium,2931.16,723.66,Public,435.2,7,13618.5,116969.89,Luxury
Istanbul,Holiday,13,Economy,6108.8,Premium,4589.42,216.08,Rideshare,219.57,8,6475.55,109386.64,Luxury
Dubai,Peak,15,First,10530.1,Luxury,5545.57,686.89,Private Car,828.89,4,14119.87,800000.0,Luxury
Istanbul,Off-Season,10,Business,5893.9,Standard,5536.56,222.23,Public,154.72,1,14208.49,84068.61,Mid-range
Goa,Peak,14,Business,3450.6,Standard,6328.43,1174.09,Rideshare,635.42,1,15926.59,326511.42,Luxury
Goa,Winter,1,Premium Economy,5267.9,Luxury,2450.21,217.03,Public,67.05,9,9309.9,60368.63,Mid-range
Bangkok,Holiday,1,Business,543.3,Budget,2736.63,1617.65,Rideshare,701.26,6,13144.9,50427.6,Mid-range
Istanbul,Monsoon,1,Business,10412.3,Budget,6695.17,777.83,Taxi,1340.65,8,9644.71,36013.6,Mid-range
Kuala Lumpur,Winter,6,Business,2540.0,Luxury,5523.35,1085.01,Rideshare,920.06,10,9685.1,244556.89,Luxury
Goa,Peak,4,Premium Economy,800.4,Premium,925.32,1824.23,Private Car,1207.94,6,3384.74,70253.98,Mid-range
Kuala Lumpur,Monsoon,14,Premium Economy,3542.3,Budget,6439.69,635.09,Taxi,601.9,7,15907.2,85113.93,Mid-range
Goa,Monsoon,15,First,855.2,Budget,2409.75,1899.61,Public,1380.78,11,6379.71,184015.22,Luxury
London,Off-Season,10,Business,8051.8,Luxury,6736.84,1841.03,Public,434.95,2,942.22,593811.6,Luxury
Istanbul,Holiday,10,Premium Economy,9916.3,Budget,3036.13,1943.15,Private Car,339.06,6,5762.01,85421.27,Mid-range
Kuala Lumpur,Holiday,5,Economy,230.2,Standard,5038.64,412.7,Public,632.26,10,17250.87,62048.82,Mid-range
Bangkok,Winter,9,Premium Economy,7069.6,Luxury,3296.15,1590.61,Private Car,1492.9,5,14618.53,227392.84,Luxury
Kuala Lumpur,Winter,1,Business,10564.9,Premium,7491.2,1274.74,Private Car,829.66,0,5444.36,85915.06,Mid-range
Istanbul,Winter,11,Premium Economy,8225.2,Budget,3021.6,250.16,Taxi,164.23,11,2799.54,57032.38,Mid-range
Bangkok,Peak,12,Premium Economy,11233.5,Budget,3866.64,1541.5,Rideshare,225.58,4,14679.15,116640.43,Luxury
London,Monsoon,16,Economy,5312.7,Budget,5085.36,291.6,Taxi,943.36,8,5675.74,131481.21,Luxury
London,Monsoon,10,Business,98.6,Luxury,2060.47,946.04,Private Car,1113.08,2,24221.94,298811.75,Luxury
Bangkok,Peak,9,Business,3287.8,Premium,4869.89,220.77,Private Car,850.67,10,3282.0,237612.9,Luxury
Kuala Lumpur,Winter,20,Premium Economy,1047.3,Luxury,4036.15,493.02,Private Car,603.24,10,19983.01,281365.99,Luxury
Goa,Holiday,16,Premium Economy,2377.5,Premium,7153.12,1064.92,Public,348.74,0,15049.29,342626.33,Luxury
Dubai,Winter,9,Business,1809.5,Standard,7937.83,1716.08,Private Car,869.22,3,8838.01,317369.32,Luxury
London,Holiday,19,Economy,11391.7,Standard,4872.16,1110.99,Private Car,96.85,0,19670.93,345557.33,Luxury
Dubai,Winter,19,First,11937.0,Budget,1995.78,1077.2,Rideshare,1099.22,0,7634.22,409877.37,Luxury
Dubai,Monsoon,6,First,2603.5,Luxury,4664.81,1343.59,Private Car,262.9,7,21103.02,373107.66,Luxury
Istanbul,Winter,15,First,6354.1,Budget,5277.85,472.24,Taxi,665.85,3,7025.44,229404.93,Luxury
Kuala Lumpur,Peak,4,Premium Economy,6256.6,Budget,2661.27,1264.63,Rideshare,1342.23,10,8933.6,56593.58,Mid-range
London,Off-Season,19,Premium Economy,2639.5,Standard,5233.52,1642.5,Private Car,565.88,7,14877.51,328862.18,Luxury
London,Holiday,4,First,10556.8,Premium,5055.03,445.0,Public,1282.97,2,10518.73,539292.93,Luxury
Bangkok,Holiday,7,Premium Economy,2269.8,Budget,6043.02,550.74,Private Car,1359.45,7,14696.74,105160.16,Luxury
Bangkok,Off-Season,13,Economy,6074.5,Luxury,4028.71,257.55,Rideshare,1293.21,2,2369.09,142964.62,Luxury
Dubai,Off-Season,14,Premium Economy,2301.0,Standard,2710.06,365.15,Public,1348.91,2,22071.81,141150.26,Luxury
Goa,Winter,3,Business,598.0,Budget,2771.41,691.85,Rideshare,336.46,4,15166.03,51123.65,Mid-range
Kuala Lumpur,Off-Season,20,Premium Economy,6188.6,Budget,5446.44,1838.24,Taxi,153.61,0,2634.92,119304.53,Luxury
London,Peak,17,Business,9727.7,Luxury,2264.83,1750.27,Rideshare,497.73,7,21504.97,800000.0,Luxury
Goa,Peak,20,Premium Economy,7321.3,Luxury,2894.88,935.76,Rideshare,752.71,0,21625.89,428416.37,Luxury
Kuala Lumpur,Monsoon,19,Premium Economy,6264.3,Standard,4195.15,1735.37,Rideshare,1428.88,10,18783.16,140272.48,Luxury
Istanbul,Holiday,9,Premium Economy,10166.4,Luxury,6941.6,316.43,Rideshare,894.0,10,24647.02,258167.87,Luxury
Bangkok,Peak,9,Premium Economy,9765.1,Budget,1871.12,670.55,Private Car,761.13,7,22969.15,96047.43,Luxury
Goa,Monsoon,10,First,1063.9,Budget,4453.02,1068.18,Rideshare,840.46,8,5054.28,144101.79,Luxury
Bangkok,Off-Season,1,Business,2111.1,Budget,2653.54,362.3,Private Car,1080.97,2,3855.35,18378.21,Budget
Bangkok,Peak,16,First,7378.0,Budget,2787.05,1874.98,Public,396.3,1,564.98,269361.98,Luxury
Goa,Off-Season,2,First,11313.1,Standard,2447.87,1339.88,Public,84.95,3,1254.54,122636.52,Luxury
,,8,,2775.0,,,1687.63,Taxi,1001.0,5,,120369.26,Luxury
Bangkok,Off-Season,18,Economy,10510.3,Premium,2433.87,559.63,Taxi,290.65,11,17770.73,115456.16,Luxury
Kuala Lumpur,Off-Season,9,Business,2534.6,Premium,3396.64,1581.03,Taxi,328.72,10,6592.26,133296.11,Luxury
Dubai,Holiday,9,Economy,3633.6,Luxury,3988.19,1673.86,Public,82.44,3,19765.54,261612.2,Luxury
Istanbul,Monsoon,19,Premium Economy,7764.1,Premium,6123.02,1316.53,Public,668.9,1,10600.98,166443.37,Luxury
Istanbul,Holiday,3,Premium Economy,9563.4,Budget,5995.35,474.8,Private Car,95.21,11,6352.05,41175.73,Mid-range
Dubai,Monsoon,7,First,5249.9,Standard,5276.58,1887.53,Private Car,808.15,1,11360.94,232999.2,Luxury
Kuala Lumpur,Off-Season,16,Premium Economy,4302.1,Luxury,1291.81,999.72,Rideshare,312.74,4,3231.41,91658.42,Luxury
Istanbul,Off-Season,14,Premium Economy,1926.1,Luxury,803.57,1991.08,Private Car,558.59,7,17339.16,106699.81,Luxury
Kuala Lumpur,Monsoon,11,Premium Economy,4345.4,Premium,5895.98,1029.5,Taxi,306.54,9,4997.28,110326.9,Luxury
Goa,Peak,11,First,10566.6,Standard,1294.14,1367.32,Public,344.41,11,3222.38,291986.07,Luxury
Dubai,Winter,2,Business,8138.7,Budget,5109.9,698.5,Private Car,1439.89,1,10025.53,120212.09,Luxury
London,Holiday,17,First,11363.1,Luxury,5101.87,1696.7,Rideshare,1077.74,9,23635.53,800000.0,Luxury
Istanbul,Monsoon,11,First,8293.6,Premium,3753.36,376.41,Rideshare,468.56,2,2596.66,112720.77,Luxury
Bangkok,Peak,7,Economy,9740.7,Premium,7975.92,460.44,Taxi,518.26,0,24962.71,176721.93,Luxury
London,Off-Season,19,Economy,6764.9,Budget,2582.14,336.3,Private Car,399.52,3,8386.78,116855.29,Luxury
Istanbul,Holiday,9,Economy,3747.4,Luxury,1632.11,1713.37,Private Car,1245.21,5,7851.12,109081.63,Luxury
Dubai,Monsoon,10,Premium Economy,4144.4,Luxury,7702.91,1543.31,Taxi,176.05,8,11713.29,291740.31,Luxury
Dubai,Peak,4,Economy,668.1,Budget,7535.33,412.72,Private Car,127.03,7,21082.4,87220.49,Mid-range
London,Monsoon,16,First,1644.5,Standard,5392.38,906.69,Taxi,150.27,7,3569.58,424497.1,Luxury
Bangkok,Off-Season,6,Economy,5068.1,Budget,1142.13,283.62,Private Car,1470.69,1,13399.27,28378.16,Budget
London,Monsoon,17,First,5448.2,Luxury,1058.1,1267.97,Taxi,151.37,1,3644.14,346652.81,Luxury
London,Winter,9,Premium Economy,7365.2,Standard,4784.6,1830.76,Public,1362.23,1,21660.97,285553.83,Luxury
,,1,,1689.0,,,544.42,Rideshare,1102.08,2,,71609.95,Mid-range
Dubai,Holiday,17,First,6643.2,Budget,5994.47,1829.82,Taxi,598.47,3,3639.22,615427.93,Luxury
Goa,Monsoon,13,Economy,5974.3,Luxury,3413.31,1573.56,Private Car,718.2,0,2412.09,134304.51,Luxury
Goa,Off-Season,1,Business,2062.2,Standard,7745.33,421.4,Rideshare,1168.29,7,21813.04,70210.82,Mid-range
Kuala Lumpur,Winter,5,Premium Economy,2616.6,Standard,4525.74,336.9,Private Car,256.37,8,19463.91,76303.08,Mid-range
Dubai,Off-Season,4,Premium Economy,10254.7,Premium,2601.29,627.12,Rideshare,836.14,8,19133.98,133510.08,Luxury
Istanbul,Peak,19,Business,7759.5,Premium,1419.64,1747.97,Rideshare,1311.63,5,11191.66,247583.83,Luxury
Kuala Lumpur,Monsoon,13,Economy,8158.6,Standard,5576.84,573.69,Private Car,991.29,7,2458.53,71295.99,Mid-range
Istanbul,Off-Season,11,Business,3921.3,Luxury,3058.38,296.41,Private Car,1458.74,0,13111.11,154236.27,Luxury
Dubai,Holiday,9,Business,10111.6,Budget,3329.09,531.69,Public,1443.77,5,1713.35,186509.66,Luxury
Kuala Lumpur,Winter,3,Premium Economy,1878.7,Budget,6161.73,1162.11,Private Car,117.62,6,17158.19,38864.43,Mid-range
Kuala Lumpur,Monsoon,14,Business,11991.5,Budget,1861.96,704.29,Private Car,1203.89,6,21021.21,85020.71,Mid-range
